id,eventId,category,contactName,contactEmail,contactPhone,status,quoteAmount,quoteDetails,recommended,contactedAt,respondedAt,notes,createdAt,updatedAt
vo-jazz-venue-3,EVT-jazz-supper-feb25,Venue,"Local Edition",info@localeditionsf.com,,researching,,,1,"2026-02-28 19:23:39",,"Hosts Radio Gatsby regularly. Modern venue with vintage flair. Swing-era jazz performances.","2026-02-28 19:23:39","2026-02-28 19:23:39"
vo-jazz-decor-1,EVT-jazz-supper-feb25,Decor,"Ampa Events",info@ampaevents.com,,researching,,,1,"2026-02-28 19:23:59",,"1920s Gatsby/Roaring 20s themed decor specialists. 6000+ piece inventory. Drape, lighting, themed decor. Elite creative team.","2026-02-28 19:23:59","2026-02-28 19:23:59"
vo-jazz-decor-2,EVT-jazz-supper-feb25,Decor,"One True Love Vintage Rentals",info@onetruelovevintage.com,,researching,,,1,"2026-02-28 19:23:59",,"Vintage furniture & decor rentals. SF Bay Area, Napa, Sonoma. One-of-a-kind pieces. Themed accessories available.","2026-02-28 19:23:59","2026-02-28 19:23:59"
vo-jazz-decor-3,EVT-jazz-supper-feb25,Decor,"Art Deco Collection",info@artdecocollection.com,,researching,,,1,"2026-02-28 19:23:59",,"Oakland showroom-by-appointment. Belgian Art Deco ceramics, French furniture, carpets, cocktail bars, iron, bronze statues. Lights, decorative items.","2026-02-28 19:23:59","2026-02-28 19:23:59"
vo-jazz-entertainment-1,EVT-jazz-supper-feb25,Entertainment,"Catalyst Arts",info@catalystarts.com,,researching,,,1,"2026-02-28 19:23:59",,"20s Gatsby theme performers. Greeters, dancers, hostesses, showgirls, living decor. Perfect for Art Deco/Gatsby themed events.","2026-02-28 19:23:59","2026-02-28 19:23:59"
vo-jazz-catering-1,EVT-jazz-supper-feb25,Catering,"Fraiche Catering",info@fraichecater.com,,researching,,,1,"2026-02-28 19:24:10",,"Award-winning SF Bay Area catering. Specializes in themed events, corporate, weddings. Already in Venn database with high confidence.","2026-02-28 19:24:10","2026-02-28 19:24:10"
vo-jazz-catering-2,EVT-jazz-supper-feb25,Catering,"Global Gourmet Catering",info@ggcatering.com,,researching,,,1,"2026-02-28 19:24:10",,"Bay Area leading full-service caterer. 1030 Illinois St, SF. Stellar food, sustainable. Perfect for upscale supper club. Est. 1999.","2026-02-28 19:24:10","2026-02-28 19:24:10"
vo-jazz-catering-3,EVT-jazz-supper-feb25,Catering,"Metal + Match",info@metalandmatch.com,,researching,,,1,"2026-02-28 19:24:10",,"Locally sourced, sustainable ingredients. High-quality gourmet food. Elegant presentation for upscale events.","2026-02-28 19:24:10","2026-02-28 19:24:10"
vo-treasure-producer-1,EVT-treasure-hunt-feb25,"Event Production","Mr Treasure Hunt",info@mrtreasurehunt.com,,researching,,,1,"2026-02-28 19:28:43",,"Custom AR scavenger hunts since 2002. Bay Area leader. Augmented Reality app with custom messages. Union Square, GG Park, Napa, Tiburon. 23+ years experience.","2026-02-28 19:28:43","2026-02-28 19:28:43"
vo-treasure-producer-2,EVT-treasure-hunt-feb25,"Event Production",Strayboots,info@strayboots.com,,researching,,,1,"2026-02-28 19:28:43",,"Team building & corporate scavenger hunts in SF. Explore Bay Area with fun team events.","2026-02-28 19:28:43","2026-02-28 19:28:43"
vo-treasure-producer-3,EVT-treasure-hunt-feb25,"Event Production","Mastermind Treasure Hunts",info@mastermindhunts.com,,researching,,,1,"2026-02-28 19:28:43",,"Information-based, location-specific hunts. Financial District team building. SF Bay Area and beyond. Think fast, play together.","2026-02-28 19:28:43","2026-02-28 19:28:43"
vo-treasure-producer-4,EVT-treasure-hunt-feb25,"Event Production",cityHUNT,info@cityhunt.com,,researching,,,1,"2026-02-28 19:28:43",,"Epic team building scavenger hunts. Custom experiences. Handles hundreds to thousands of people. Explore specific SF areas.","2026-02-28 19:28:43","2026-02-28 19:28:43"
vo-treasure-producer-5,EVT-treasure-hunt-feb25,"Event Production","SF Treasure Hunt",info@sftreasurehunts.com,,researching,,,1,"2026-02-28 19:28:43",,"Custom treasure hunts for every team size, schedule, objective. Jack London Square to Monterey Bay. No SF familiarity needed.","2026-02-28 19:28:43","2026-02-28 19:28:43"
vo-treasure-producer-6,EVT-treasure-hunt-feb25,"Event Production","Watson Adventures",info@watsonadventures.com,,researching,,,1,"2026-02-28 19:28:43",,"Corporate, public, & private scavenger hunts in SF. Team building and event hunts.","2026-02-28 19:28:43","2026-02-28 19:28:43"
vo-treasure-catering-1,EVT-treasure-hunt-feb25,Catering,"Handheld Catering",info@handheldcatering.com,,researching,,,1,"2026-02-28 19:28:55",,"Farm fresh gourmet food. Perfect for outdoor/active events. Silicon Valley to SF. Mobile-friendly options.","2026-02-28 19:28:55","2026-02-28 19:28:55"
vo-treasure-catering-2,EVT-treasure-hunt-feb25,Catering,"Mangia Nosh Catering",info@mangianosh.com,,researching,,,1,"2026-02-28 19:28:55",,"Marin & SF Bay Area. Picnics, receptions. High quality, memorable food. Perfect for outdoor events.","2026-02-28 19:28:55","2026-02-28 19:28:55"
vo-treasure-photo-1,EVT-treasure-hunt-feb25,Photography,"Bay Area Event Photography",info@bayareaeventphotography.com,,researching,,,1,"2026-02-28 19:28:55",,"Professional services U.S. wide. Experience with large group events. Can handle active outdoor events.","2026-02-28 19:28:55","2026-02-28 19:28:55"
vo-treasure-photo-2,EVT-treasure-hunt-feb25,Photography,"Chris Constantine Photography",info@chrisconstantinephoto.com,,researching,,,1,"2026-02-28 19:28:55",,"Available short notice. Multiple photographers available. Can provide photo booth for finishline/checkpoints.","2026-02-28 19:28:55","2026-02-28 19:28:55"
vo-yacht-venue-1,EVT-yacht-mixer-feb25,Venue,"Empress Events Yacht",info@empressevents.com,,researching,,,1,"2026-02-28 19:33:28",,"Luxury yacht cruise. Up to 150 guests. Seamless planning, exclusive Bay Area vendors. Onsite catering. Sunset cruises available.","2026-02-28 19:33:28","2026-02-28 19:33:28"
vo-yacht-venue-2,EVT-yacht-mixer-feb25,Venue,"Luxe Cruises SF",info@luxecruises.com,,researching,,,1,"2026-02-28 19:33:28",,"Luxury yachts. On-deck fine dining experiences. Sunset sailings popular. Beautiful SF Bay views during evening hours. Corporate events specialist.","2026-02-28 19:33:28","2026-02-28 19:33:28"
vo-yacht-venue-3,EVT-yacht-mixer-feb25,Venue,"SF Bay Adventures",info@sfbayadventures.com,,researching,,,1,"2026-02-28 19:33:28",,"Premier boating/marine event resource since 1988. Sunset cruises, corporate team-building, weddings. Grand Banks Cimba, Schooner Freda B. All price ranges.","2026-02-28 19:33:28","2026-02-28 19:33:28"
vo-yacht-venue-4,EVT-yacht-mixer-feb25,Venue,"Marquis Charters",info@marquischarters.com,,researching,,,1,"2026-02-28 19:33:28",,"92ft Westport Sovereign Super Yacht. Salon, sit-down dining, 3 staterooms, 5 heads. Ideal for 12+ guests. Daytime, sunset, night cruises.","2026-02-28 19:33:28","2026-02-28 19:33:28"
vo-yacht-venue-5,EVT-yacht-mixer-feb25,Venue,"Just Dreaming Yacht Charters",info@justdreamingyacht.com,,researching,,,1,"2026-02-28 19:33:28",,"Gatsby-era inspired yacht. Elegant and intimate. Themed cruises: sunrise brunches, sunset cocktails. Private bay tours.","2026-02-28 19:33:28","2026-02-28 19:33:28"
vo-yacht-catering-1,EVT-yacht-mixer-feb25,Catering,"Liquid Events",info@liquidevents.net,,researching,,,1,"2026-02-28 19:33:47",,"Full-service catering & yacht excursion company. SF & Marin. Luxury yacht catering specialist. Full-spectrum food prep. Already in Venn database.","2026-02-28 19:33:47","2026-02-28 19:33:47"
vo-yacht-catering-2,EVT-yacht-mixer-feb25,Catering,"Global Gourmet Catering",info@ggcatering.com,,researching,,,1,"2026-02-28 19:33:47",,"Bay Area leading full-service caterer. Sustainable, stellar food. Perfect for upscale yacht events.","2026-02-28 19:33:47","2026-02-28 19:33:47"
vo-yacht-catering-3,EVT-yacht-mixer-feb25,Catering,"Fraiche Catering",info@fraichecater.com,,researching,,,1,"2026-02-28 19:33:47",,"Award-winning gourmet catering. Themed events specialist. Already in Venn database with high confidence.","2026-02-28 19:33:47","2026-02-28 19:33:47"
vo-yacht-dj-1,EVT-yacht-mixer-feb25,DJ,"All Ears DJ",info@allearsdj.com,,researching,,,1,"2026-02-28 19:33:58",,"$1,400 package. Professional DJ services. Already in Venn database for events. Reliable vendor.","2026-02-28 19:33:58","2026-02-28 19:33:58"
vo-yacht-dj-2,EVT-yacht-mixer-feb25,DJ,"Bay Area Beats",info@bayareabeats.com,,researching,,,1,"2026-02-28 19:33:58",,"Experienced Bay Area DJ. Professional event services. Versatile music selection.","2026-02-28 19:33:58","2026-02-28 19:33:58"
vo-yacht-photo-1,EVT-yacht-mixer-feb25,Photography,"Bay Area Event Photography",info@bayareaeventphotography.com,,researching,,,1,"2026-02-28 19:33:58",,"Professional services. Experience with marine/yacht events. U.S. wide service.","2026-02-28 19:33:58","2026-02-28 19:33:58"
vo-yacht-photo-2,EVT-yacht-mixer-feb25,Photography,"Chris Constantine Photography",info@chrisconstantinephoto.com,,researching,,,1,"2026-02-28 19:33:58",,"Available short notice. Network of photographers. Complete event media solutions. Marine photography experience.","2026-02-28 19:33:58","2026-02-28 19:33:58"
vo-jazz-garden-venue-1,EVT-928,Venue,"SF Botanical Garden - Celebration Garden",events@gggp.org,,researching,,,1,"2026-02-28 19:38:34",,"NOTE: SF Botanical Garden has multiple ceremony spaces (Celebration Garden, Garden of Fragrance, Moon Viewing Garden, Redwood Grove). All managed by same contact (events@gggp.org). Contact ONCE per event to inquire about all available spaces.","2026-02-28 19:38:34","2026-02-28 19:38:34"
vo-jazz-garden-venue-2,EVT-928,Venue,"SF Botanical Garden - Garden of Fragrance",events@gggp.org,,researching,,,1,"2026-02-28 19:38:34",,"NOTE: SF Botanical Garden has multiple ceremony spaces (Celebration Garden, Garden of Fragrance, Moon Viewing Garden, Redwood Grove). All managed by same contact (events@gggp.org). Contact ONCE per event to inquire about all available spaces.","2026-02-28 19:38:34","2026-02-28 19:38:34"
vo-jazz-garden-venue-3,EVT-928,Venue,"SF Botanical Garden - Moon Viewing Garden",events@gggp.org,,researching,,,1,"2026-02-28 19:38:34",,"NOTE: SF Botanical Garden has multiple ceremony spaces (Celebration Garden, Garden of Fragrance, Moon Viewing Garden, Redwood Grove). All managed by same contact (events@gggp.org). Contact ONCE per event to inquire about all available spaces.","2026-02-28 19:38:34","2026-02-28 19:38:34"
vo-jazz-garden-venue-4,EVT-928,Venue,"SF Botanical Garden - Redwood Grove",events@gggp.org,,researching,,,1,"2026-02-28 19:38:34",,"NOTE: SF Botanical Garden has multiple ceremony spaces (Celebration Garden, Garden of Fragrance, Moon Viewing Garden, Redwood Grove). All managed by same contact (events@gggp.org). Contact ONCE per event to inquire about all available spaces.","2026-02-28 19:38:34","2026-02-28 19:38:34"
vo-jazz-garden-venue-5,EVT-928,Venue,"Hastings House Garden Weddings",info@hastingshousesf.com,,researching,,,1,"2026-02-28 19:38:34",,"Top-rated garden wedding and event venue in San Francisco. Outdoor garden setting.","2026-02-28 19:38:34","2026-02-28 19:38:34"
vo-jazz-garden-band-1,EVT-928,"Live Music","Royal Society Jazz Orchestra - Don Neely",info@royalsocietyjazzorchestra.com,707-765-2055,researching,,,1,"2026-02-28 19:38:57",,"Roaring Twenties Jazz, Gatsby Era, Vintage 1930s Swing. Perfect for garden parties. Smaller ensembles available for elegant outdoor soirees.","2026-02-28 19:38:57","2026-02-28 19:38:57"
vo-jazz-garden-band-2,EVT-928,"Live Music","Radio Gatsby",info@radiogatsby.com,,researching,,,1,"2026-02-28 19:38:57",,"Premier SF event band. 1920s speakeasy jazz, Big Band Swing. Vintage flair, perfect for outdoor garden party atmosphere.","2026-02-28 19:38:57","2026-02-28 19:38:57"
vo-jazz-garden-band-3,EVT-928,"Live Music","Campbell's Jazz Soup",info@campbellsjazzsoup.com,,researching,,,1,"2026-02-28 19:38:57",,"1920s-1950s jazz and swing. Events, parties, festivals. Fun blend perfect for outdoor garden settings.","2026-02-28 19:38:57","2026-02-28 19:38:57"
vo-jazz-garden-catering-1,EVT-928,Catering,"Global Gourmet Catering",info@ggcatering.com,,researching,,,1,"2026-02-28 19:38:57",,"Bay Area leading full-service caterer. Sustainable, stellar food. Perfect for upscale outdoor events. Green Business certified.","2026-02-28 19:38:57","2026-02-28 19:38:57"
vo-jazz-garden-catering-2,EVT-928,Catering,"Fraiche Catering",info@fraichecater.com,,researching,,,1,"2026-02-28 19:38:57",,"Award-winning gourmet catering. Themed events specialist. Elegant outdoor event experience. Already in Venn database.","2026-02-28 19:38:57","2026-02-28 19:38:57"
vo-jazz-garden-catering-3,EVT-928,Catering,"Metal + Match",info@metalandmatch.com,,researching,,,1,"2026-02-28 19:38:57",,"Locally sourced, sustainable ingredients. High-quality gourmet food. Elegant presentation for garden parties.","2026-02-28 19:38:57","2026-02-28 19:38:57"
vo-jazz-garden-decor-1,EVT-928,Decor,"One True Love Vintage Rentals",info@onetruelovevintage.com,,researching,,,1,"2026-02-28 19:38:57",,"Vintage furniture & decor rentals. SF Bay Area, Napa, Sonoma. One-of-a-kind pieces perfect for Jazz Age garden party theme.","2026-02-28 19:38:57","2026-02-28 19:38:57"
vo-jazz-garden-decor-2,EVT-928,Decor,"Ampa Events",info@ampaevents.com,,researching,,,1,"2026-02-28 19:38:57",,"1920s Gatsby/Roaring 20s themed decor specialists. 6000+ piece inventory. Perfect for outdoor garden Jazz Age theme.","2026-02-28 19:38:57","2026-02-28 19:38:57"
vo-jazz-garden-photo-1,EVT-928,Photography,"Bay Area Event Photography",info@bayareaeventphotography.com,,researching,,,1,"2026-02-28 19:38:57",,"Professional outdoor event photography. Experience with garden/outdoor venues. U.S. wide service.","2026-02-28 19:38:57","2026-02-28 19:38:57"
vo-jazz-garden-photo-2,EVT-928,Photography,"Chris Constantine Photography",info@chrisconstantinephoto.com,,researching,,,1,"2026-02-28 19:38:57",,"Available short notice. Network of photographers. Complete event media solutions. Outdoor event specialist.","2026-02-28 19:38:57","2026-02-28 19:38:57"
vo-supper-chef-1,EVT-930,Chef,"MOSA Culinary Events Studio",info@mosagather.com,,researching,,,1,"2026-02-28 19:53:43",,"Invite-only SF supper club. Woman-owned Bay Area company. Local chefs, unique dining experiences, culinary events studio. Well-received storytelling dinners.","2026-02-28 19:53:43","2026-02-28 19:53:43"
vo-supper-chef-2,EVT-930,Chef,"Chef Jenny Dorsey",info@jennydorseyevents.com,,researching,,,1,"2026-02-28 19:53:43",,"5-course dinners with wine pairings and craft cocktails. Underground supper club veteran. Posts recipes. Husband Matt Dorsey handles beverages.","2026-02-28 19:53:43","2026-02-28 19:53:43"
vo-supper-chef-3,EVT-930,Chef,"Stoop Supper Club - Madison Gabor & Brooke Garlieb",info@stoopsupper.com,,researching,,,1,"2026-02-28 19:53:43",,"Napa Valley secret supper club. IYKYK local favorite. Estate/Event Chef at Ashes & Diamonds Winery. CIA Greystone trained. Private chef in Valley.","2026-02-28 19:53:43","2026-02-28 19:53:43"
vo-supper-chef-4,EVT-930,Chef,"CHEFIN Inc Private Chefs",info@chefin.com,,researching,,,1,"2026-02-28 19:53:43",,"Luxurious culinary affairs. SF private chef services. Intimate dinner parties to large groups. Menu planning, top chefs, memorable events.","2026-02-28 19:53:43","2026-02-28 19:53:43"
vo-supper-chef-5,EVT-930,Chef,"Private Chefs of the SF Bay",info@sfprivatechefs.com,,researching,,,1,"2026-02-28 19:53:43",,"Collective of private chefs. Dinner parties, special events, cooking classes. Already in Venn database from previous research.","2026-02-28 19:53:43","2026-02-28 19:53:43"
vo-supper-venue-1,EVT-930,Venue,"Octavia SF - Private Dining",events@octavia-sf.com,,researching,,,1,"2026-02-28 19:54:03",,"Best private dining rooms in SF (Oct 2025). Chef and wine director craft seasonal menu. Exclusive dining room for evening. Best restaurants for group dining.","2026-02-28 19:54:03","2026-02-28 19:54:03"
vo-supper-venue-2,EVT-930,Venue,"Quince & Co - Chefs Table",events@quinceandcosf.com,,researching,,,1,"2026-02-28 19:54:03",,"Exclusive chef table experiences. Italian culinary artistry, refined elegance. Outdoor terrace, nearby event space. Private dining program.","2026-02-28 19:54:03","2026-02-28 19:54:03"
vo-supper-venue-3,EVT-930,Venue,"Wayfare Tavern - Tyler Florence",events@wayfaretavern.com,,researching,,,1,"2026-02-28 19:54:03",,"Chef Tyler Florence reimagined venue. Lush lineup of intimate spaces. Five-star private dining. Afterparty hangouts behind closed doors.","2026-02-28 19:54:03","2026-02-28 19:54:03"
vo-supper-venue-4,EVT-930,Venue,"Sushi Sato - Private Omakase Room",events@sushisato.com,,researching,,,1,"2026-02-28 19:54:03",,"Intimate occasions (6-10 people). Sleek sushi counter, dramatic spotlights. Private omakase chef. Appetizers, nigiri, soups, desserts set menu.","2026-02-28 19:54:03","2026-02-28 19:54:03"
vo-supper-venue-5,EVT-930,Venue,"Itria - Mission District",events@itria-sf.com,,researching,,,1,"2026-02-28 19:54:03",,"Warm, intimate private dining in Mission. Italian cuisine, crudo, handmade pasta. Chefs Table for larger parties. Semi-private and full buyout options.","2026-02-28 19:54:03","2026-02-28 19:54:03"
vo-supper-catering-1,EVT-930,Catering,"Global Gourmet Catering",info@ggcatering.com,,researching,,,1,"2026-02-28 19:54:17",,"Bay Area leading full-service caterer. Sustainable, stellar food. Perfect for exclusive dining experiences.","2026-02-28 19:54:17","2026-02-28 19:54:17"
vo-supper-catering-2,EVT-930,Catering,"Fraiche Catering",info@fraichecater.com,,researching,,,1,"2026-02-28 19:54:17",,"Award-winning gourmet catering. Themed events specialist. Already in Venn database with high confidence.","2026-02-28 19:54:17","2026-02-28 19:54:17"
vo-supper-catering-3,EVT-930,Catering,"Metal + Match",info@metalandmatch.com,,researching,,,1,"2026-02-28 19:54:17",,"Locally sourced, sustainable ingredients. High-quality gourmet food. Elegant presentation for intimate dining.","2026-02-28 19:54:17","2026-02-28 19:54:17"
vo-supper-decor-1,EVT-930,Decor,"One True Love Vintage Rentals",info@onetruelovevintage.com,,researching,,,1,"2026-02-28 19:54:17",,"Vintage furniture & decor rentals. One-of-a-kind pieces perfect for exclusive underground supper club atmosphere.","2026-02-28 19:54:17","2026-02-28 19:54:17"
vo-supper-decor-2,EVT-930,Decor,"Ideas Events & Rentals",info@ideas-events.com,,researching,,,1,"2026-02-28 19:54:17",,"Event decor rentals SF Bay Area. Candlesticks, lighted trees, marquee letters. Intimate event atmosphere specialists.","2026-02-28 19:54:17","2026-02-28 19:54:17"
vo-supper-photo-1,EVT-930,Photography,"Bay Area Event Photography",info@bayareaeventphotography.com,,researching,,,1,"2026-02-28 19:54:17",,"Professional services. Experience with intimate dining events. Discreet photography for exclusive gatherings.","2026-02-28 19:54:17","2026-02-28 19:54:17"
vo-supper-photo-2,EVT-930,Photography,"Chris Constantine Photography",info@chrisconstantinephoto.com,,researching,,,1,"2026-02-28 19:54:17",,"Available short notice. Network of photographers. Complete event media solutions. Private event specialist.","2026-02-28 19:54:17","2026-02-28 19:54:17"
vo-planet-venue-1,EVT-931,Venue,"Chabot Space & Science Center",VisitorInfo@chabotspace.org,510-336-7300,researching,,,1,"2026-02-28 19:58:32",,"10000 Skyline Blvd, Oakland. Full-dome Planetarium. Night and solar observing. Facility rentals available. Shows, exhibits, events.","2026-02-28 19:58:32","2026-02-28 19:58:32"
vo-planet-venue-2,EVT-931,Venue,"Morrison Planetarium - California Academy of Sciences",events@calacademy.org,,researching,,,1,"2026-02-28 19:58:32",,"Golden Gate Park, SF. 75ft diameter - one of largest all-digital domes in world. Extraordinary view of Universe. Reserve showtimes.","2026-02-28 19:58:32","2026-02-28 19:58:32"
vo-planet-venue-3,EVT-931,Venue,"Lawrence Hall of Science - UC Berkeley",lhsevents@berkeley.edu,,researching,,,1,"2026-02-28 19:58:32",,"Berkeley campus. Planetarium programs (live, interactive). Outdoor event space with panoramic Bay views. Science exhibits.","2026-02-28 19:58:32","2026-02-28 19:58:32"
vo-planet-venue-4,EVT-931,Venue,"Fujitsu Planetarium - De Anza College",planetarium@deanza.edu,408-864-8814,researching,,,1,"2026-02-28 19:58:32",,"21250 Stevens Creek Blvd, Cupertino. Saturday evening astronomy shows. Behind Science Center, near parking Lot E.","2026-02-28 19:58:32","2026-02-28 19:58:32"
vo-planet-venue-5,EVT-931,Venue,"Charles F Hagar Planetarium - SF State",planetarium@sfsu.edu,,researching,,,1,"2026-02-28 19:58:32",,"SF State campus. Spitz projector: 1300+ stars, Sun, Moon, planets. 45 visitors capacity. Dome-shaped ceiling. Live shows simulating sky.","2026-02-28 19:58:32","2026-02-28 19:58:32"
vo-planet-decor-1,EVT-931,Decor,"Ideas Events & Rentals",info@ideas-events.com,,researching,,,1,"2026-02-28 19:58:54",,"Atmosphere Decor premium rentals. Columns, obelisks, entrances, fountains, gates. SF Bay Area delivery. Can customize for cosmic theme.","2026-02-28 19:58:54","2026-02-28 19:58:54"
vo-planet-decor-2,EVT-931,Decor,"Archive Rentals",info@archiverentals.com,,researching,,,1,"2026-02-28 19:58:54",,"Luxury party decor & furniture rental. SF specialist. Rooftop parties, art shows. High-end event rentals.","2026-02-28 19:58:54","2026-02-28 19:58:54"
vo-planet-decor-3,EVT-931,Decor,"Rick Herns Productions",info@rickhernsproductions.com,,researching,,,1,"2026-02-28 19:58:54",,"Comprehensive prop rentals Bay Area. Domestic and international prop houses. Many themes including futuristic/space. Event props specialist.","2026-02-28 19:58:54","2026-02-28 19:58:54"
vo-planet-decor-4,EVT-931,Decor,"Bright Event Rentals",info@bright.com,,researching,,,1,"2026-02-28 19:58:54",,"SF/Bay Area party rentals. Extensive collection: china, glassware, flatware, tables, linens, chairs, decor. Tent rentals. Portfolio of stunning events.","2026-02-28 19:58:54","2026-02-28 19:58:54"
vo-planet-lighting-1,EVT-931,Lighting,"Stage Lights and Sound Productions",info@stagelightsandsound.com,,researching,,,1,"2026-02-28 19:58:54",,"SF Bay Area event lighting. LED technology, stage lighting. Can create cosmic atmosphere with LED effects. Full production services.","2026-02-28 19:58:54","2026-02-28 19:58:54"
vo-planet-lighting-2,EVT-931,Lighting,"Events by the Bay",info@eventsbythebay.com,,researching,,,1,"2026-02-28 19:58:54",,"Event lighting rentals. Wide selection. Lanterns, special effects. Affordable prices. Can create galaxy/cosmic atmosphere.","2026-02-28 19:58:54","2026-02-28 19:58:54"
vo-planet-catering-1,EVT-931,Catering,"Global Gourmet Catering",info@ggcatering.com,,researching,,,1,"2026-02-28 19:59:07",,"Bay Area leading full-service caterer. Sustainable, stellar food. Perfect for unique cosmic-themed events.","2026-02-28 19:59:07","2026-02-28 19:59:07"
vo-planet-catering-2,EVT-931,Catering,"Fraiche Catering",info@fraichecater.com,,researching,,,1,"2026-02-28 19:59:07",,"Award-winning gourmet catering. Themed events specialist. Already in Venn database with high confidence.","2026-02-28 19:59:07","2026-02-28 19:59:07"
vo-planet-catering-3,EVT-931,Catering,"Tony Caters",info@tonycaterstoyou.com,,researching,,,1,"2026-02-28 19:59:07",,"San Jose/SF Bay Area. Specializes in themed events including sci-fi themes. Creative menu planning.","2026-02-28 19:59:07","2026-02-28 19:59:07"
vo-planet-photo-1,EVT-931,Photography,"Bay Area Event Photography",info@bayareaeventphotography.com,,researching,,,1,"2026-02-28 19:59:07",,"Professional services. Experience with unique themed events. Can capture cosmic atmosphere.","2026-02-28 19:59:07","2026-02-28 19:59:07"
vo-planet-photo-2,EVT-931,Photography,"Chris Constantine Photography",info@chrisconstantinephoto.com,,researching,,,1,"2026-02-28 19:59:07",,"Available short notice. Network of photographers. Complete event media solutions. Specialty event experience.","2026-02-28 19:59:07","2026-02-28 19:59:07"
vo-planet-dj-1,EVT-931,DJ,"All Ears DJ",info@allearsdj.com,,researching,,,1,"2026-02-28 19:59:07",,"$1,400 package. Professional DJ services. Can create cosmic/space-themed music atmosphere. Already in Venn database.","2026-02-28 19:59:07","2026-02-28 19:59:07"
vo-planet-dj-2,EVT-931,DJ,"Bay Area Beats",info@bayareabeats.com,,researching,,,1,"2026-02-28 19:59:07",,"Experienced Bay Area DJ. Professional event services. Versatile music selection for themed events.","2026-02-28 19:59:07","2026-02-28 19:59:07"
vo-canvas-luxe-19436BE2F24AEF45,EVT-2e378474,Catering,"Luxe Bites",sales@luxebitesla.com,415-318-7321,researching,,,1,"2026-03-01 00:00:58",,"Appetizer specialists, charcuterie boards, grazing tables. SF/LA locations.","2026-03-01 00:00:58","2026-03-01 00:00:58"
vo-canvas-aplus-13D168B3C13AE25A,EVT-2e378474,Catering,"A Plus Catering",apluscatering@yahoo.com,"(877) 590-1272",researching,,,0,"2026-03-01 00:00:58",,"Research completed Mar 6 2026 1:11 PM PST - A Plus Catering, Website: apluscatering.net, Oakland CA 94607, Corporate and event catering serving Oakland, SF, Bay Area, 25+ years experience, Phone alt: (510) 860-5361, Hours: Mon-Sun 7am-8pm","2026-03-01 00:00:58","2026-03-01 00:00:58"
vo-canvas-taste-0BCC437996DBF87E,EVT-2e378474,Catering,"A Tasteful Affair",events@atasteful-affair.com,"(925) 485-3288",researching,,,0,"2026-03-01 00:00:58",,"Research completed Mar 6 2026 1:12 PM PST - A Tasteful Affair, Website: atasteful-affair.com, Address: 7063 Commerce Circle Suite H Pleasanton CA, Full-service catering for SF Bay Area (Oakland, San Jose, SF, Napa), Weddings + corporate events, Phone alt: (925) 462-2271","2026-03-01 00:00:58","2026-03-01 00:00:58"
vo-canvas-cook-D8C7315AA4D8CF0A,EVT-2e378474,Catering,"Les COOK'ettes",info@lescookettessf.com,"(415) 815-9294",researching,,,1,"2026-03-01 00:00:58",,"Research completed Mar 6 2026 1:13 PM PST - Les COOK'ettes, Website: lescookettessf.com, San Francisco boutique catering, French-inspired fingerfood and small bites, Founded 2015 by 2 French natives, Specialized in hors d'oeuvres and gourmet desserts, Corporate + private events","2026-03-01 00:00:58","2026-03-01 00:00:58"
vo-canvas-birite-7A0BD3D4C03C392A,EVT-2e378474,Catering,"Bi-Rite Catering",guestservice@biritemarket.com,"(415) 321-8070",researching,,,0,"2026-03-01 00:00:58",,"Research completed Mar 6 2026 1:14 PM PST - Bi-Rite Catering, Website: biritemarket.com/catering, Address: 1970 Innes Ave SF 94124, Local + responsibly sourced ingredients, Delivery: SF, Peninsula to Palo Alto, East Bay, Marin, 10% nonprofit discount, Hours: Mon-Fri 7am-7pm, Sat 7am-5pm, Sun closed","2026-03-01 00:00:58","2026-03-01 00:00:58"
vo-canvas-above-017F0562A60658B0,EVT-2e378474,Catering,Anna,anna@abovecatering.com,"(415) 552-7130",researching,,,0,"2026-03-01 00:00:58",,"Research completed Mar 6 2026 1:15 PM PST - Above & Beyond Catering, Website: abovecatering.com, Address: 1760 Cesar Chavez Suite K1 SF 94124, Full-service catering since 2005, Corporate + special events, Hours: Mon-Fri 8am-12:30pm & 1pm-5pm, Phone alt: (415) 308-4825","2026-03-01 00:00:58","2026-03-01 00:00:58"
vo-canvas-sfcc-3427B59F9BBDC133,EVT-2e378474,Bartending,"SF Cocktail Club",cheers@sfcocktail.club,,researching,,,1,"2026-03-01 00:00:58",,"Bespoke bar & beverage catering SF Bay Area. Restaurant-style service.","2026-03-01 00:00:58","2026-03-01 00:00:58"
vo-canvas-liquid-7770D6933A0DF63F,EVT-2e378474,Bartending,"The Liquid Caterers",theliquidcaterers@gmail.com,"(510) 545-6154",researching,,,0,"2026-03-01 00:00:58",,"Research completed Mar 6 2026 1:18 PM PST - The Liquid Caterers, Website: theliquidcaterers.com, Address: 1849 Lincoln Way SF 94122, Mobile bartending + event staff for SF Bay Area, Craft cocktails + artisan food, Hours: Mon-Sat 10am-2am (Sun closed)","2026-03-01 00:00:58","2026-03-01 00:00:58"
